Date,Open,High,Low,Close,Adj Close,Volume
2021-02-05,552.26001,554.440002,545.47998,550.789978,550.789978,2376200
2021-10-11,633.200012,639.419983,626.780029,627.039978,627.039978,2862500
2018-04-18,336.299988,338.820007,331.100006,334.519989,334.519989,11221100
2021-08-02,519.0,519.849976,510.51001,515.150024,515.150024,2096600
2022-01-18,520.080017,521.75,508.679993,510.799988,510.799988,4839100
2019-08-30,298.779999,298.940002,290.850006,293.75,293.75,4446400
2020-02-26,366.309998,382.0,365.0,379.23999,379.23999,8934100
2021-05-18,488.399994,493.480011,486.190002,486.279999,486.279999,2350500
2019-12-11,294.48999,299.429993,294.200012,298.929993,298.929993,5589800
2021-12-20,586.429993,602.880005,584.26001,593.73999,593.73999,3358400
2020-09-01,532.599976,557.390015,532.450012,556.549988,556.549988,9572700
2018-09-05,360.0,363.390015,335.829987,341.179993,341.179993,13092800
2018-08-30,365.0,376.809998,363.540009,370.980011,370.980011,10981000
2020-02-27,371.459991,391.559998,370.600006,371.709991,371.709991,10967700
2021-03-15,516.320007,520.72998,508.029999,520.25,520.25,3484300
2021-07-02,535.5,538.539978,529.390015,533.97998,533.97998,1975500
2018-07-03,399.48999,399.980011,389.5,390.519989,390.519989,5280300
2019-12-06,304.700012,307.850006,302.600006,307.350006,307.350006,4457800
2020-08-03,490.859985,503.089996,490.230011,498.619995,498.619995,5873100
2020-08-11,479.75,480.920013,466.549988,466.929993,466.929993,7329200
2020-11-13,486.769989,488.940002,477.799988,482.839996,482.839996,3002700
2019-08-16,298.859985,303.549988,296.269989,302.799988,302.799988,6905800
2018-08-31,370.660004,376.0,367.079987,367.679993,367.679993,7943400
2018-03-16,321.420013,324.109985,318.369995,318.450012,318.450012,7333700
2020-01-08,331.48999,342.700012,331.049988,339.26001,339.26001,7104500
2019-05-14,348.709991,349.950012,342.5,345.609985,345.609985,5353000
2020-07-02,485.640015,492.279999,475.529999,476.890015,476.890015,6351500
2020-10-06,518.719971,521.820007,504.160004,505.869995,505.869995,4199000
2020-09-23,491.040009,491.040009,469.0,470.609985,470.609985,3726400
2018-04-12,309.720001,311.130005,306.75,309.25,309.25,10249400
2020-02-03,347.23999,359.630005,346.279999,358.0,358.0,6670600
2021-05-20,489.549988,502.700012,488.980011,501.670013,501.670013,3721200
2020-04-23,419.26001,438.410004,419.26001,426.700012,426.700012,13952300
2021-06-07,492.920013,496.700012,490.549988,494.660004,494.660004,2791900
2021-04-20,554.419983,563.559998,546.299988,549.570007,549.570007,11257600
2021-09-30,608.049988,619.0,608.049988,610.340027,610.340027,6612600
2020-05-05,427.559998,431.0,421.559998,424.679993,424.679993,6286300
2020-09-25,474.390015,484.869995,468.029999,482.880005,482.880005,3769400
2019-06-04,345.0,353.609985,343.25,353.399994,353.399994,7891600
2021-09-09,606.469971,609.440002,596.549988,597.539978,597.539978,2954200
2018-11-16,287.140015,291.720001,281.0,286.209991,286.209991,9099500
2021-03-04,521.5,531.5,507.679993,511.290009,511.290009,5034800
2021-07-23,512.159973,517.409973,504.660004,515.409973,515.409973,3820500
2021-01-06,511.970001,513.099976,499.5,500.48999,500.48999,5346200
2019-07-12,378.679993,379.73999,372.790009,373.25,373.25,6636900
2021-05-10,502.0,503.149994,486.109985,486.690002,486.690002,5131600
2021-12-21,597.539978,607.820007,593.859985,604.919983,604.919983,2319400
2019-11-20,301.01001,308.25,301.0,305.160004,305.160004,5111800
2021-06-21,501.640015,502.049988,492.279999,497.0,497.0,5277300
2021-08-12,511.859985,513.0,507.200012,510.720001,510.720001,1685700
2019-04-10,365.790009,368.850006,362.25,363.920013,363.920013,4545600
2021-02-09,546.0,566.0,543.0,559.070007,559.070007,3703500
2018-10-11,324.940002,334.200012,315.809998,321.100006,321.100006,16082100
2019-12-13,298.5,301.799988,297.25,298.5,298.5,3879700
2021-08-26,546.159973,552.599976,545.900024,550.119995,550.119995,1595500
2018-08-07,353.230011,357.309998,349.01001,351.829987,351.829987,7970900
2020-01-13,331.799988,340.850006,331.51001,338.920013,338.920013,6290000
2020-03-05,381.0,391.399994,368.640015,372.779999,372.779999,8747000
2021-10-22,651.809998,665.460022,651.809998,664.780029,664.780029,6186000
2019-11-08,288.730011,293.98999,287.51001,291.570007,291.570007,4509000
2020-12-04,497.5,504.5,493.640015,498.309998,498.309998,3666200
2021-04-22,513.820007,513.960022,500.549988,508.779999,508.779999,9061100
2018-10-25,307.119995,319.940002,305.25,312.869995,312.869995,13346900
2019-04-11,365.0,370.119995,360.809998,367.649994,367.649994,6526900
2021-09-20,586.789978,591.530029,568.080017,575.429993,575.429993,3732200
2018-05-18,324.899994,326.420013,322.799988,324.179993,324.179993,3577700
2019-01-16,354.0,358.850006,348.109985,351.390015,351.390015,15385500
2019-07-08,378.190002,378.25,375.359985,376.160004,376.160004,3113400
2020-09-16,499.98999,504.660004,483.309998,483.859985,483.859985,4394900
2020-04-30,410.309998,424.440002,408.0,419.850006,419.850006,7954000
2019-02-28,362.470001,366.390015,357.709991,358.100006,358.100006,6186800
2018-06-27,407.559998,411.589996,390.0,390.390015,390.390015,16541400
2018-09-17,364.220001,367.329987,349.570007,350.350006,350.350006,7071900
2019-05-13,352.290009,354.26001,343.100006,345.26001,345.26001,8026700
2019-10-16,283.119995,288.170013,280.73999,286.279999,286.279999,16175900
2019-11-25,308.829987,315.730011,305.25,315.549988,315.549988,7873900
2020-12-29,519.900024,536.549988,515.47998,530.869995,530.869995,4022400
2020-10-28,486.359985,494.0,483.279999,486.23999,486.23999,5992700
2022-02-04,407.309998,412.769989,396.640015,410.170013,410.170013,7782400
2019-02-14,351.75,360.450012,348.329987,359.070007,359.070007,9295300
2021-05-21,503.119995,505.399994,497.26001,497.890015,497.890015,3322900
2021-04-21,508.0,515.460022,503.600006,508.899994,508.899994,22897400
2021-07-01,525.719971,537.039978,525.719971,533.539978,533.539978,2805400
2019-09-10,291.160004,297.170013,282.660004,287.98999,287.98999,12320200
2021-01-19,501.0,509.25,493.540009,501.769989,501.769989,12315800
2020-04-27,425.0,429.0,420.839996,421.380005,421.380005,6277500
2018-07-02,385.450012,398.380005,380.0,398.179993,398.179993,8142500
2018-10-31,297.769989,311.5,295.049988,301.779999,301.779999,20360300
2020-04-01,376.049988,380.230011,361.019989,364.079987,364.079987,6672500
2018-06-22,419.980011,420.5,409.649994,411.089996,411.089996,10428600
2020-09-22,489.01001,491.820007,479.26001,491.170013,491.170013,3482300
2020-05-20,454.25,455.809998,444.0,447.670013,447.670013,5607300
2019-05-01,374.0,385.98999,373.170013,378.809998,378.809998,9257300
2021-10-29,673.059998,690.969971,671.23999,690.309998,690.309998,3817500
2019-12-03,302.220001,307.359985,301.880005,306.160004,306.160004,4992800
2018-05-23,329.040009,345.0,328.089996,344.720001,344.720001,10049100
2018-11-07,312.899994,328.559998,311.0,327.5,327.5,13328300
2022-01-20,517.75,526.640015,506.929993,508.25,508.25,12659000
2018-10-15,337.630005,339.209991,326.929993,333.130005,333.130005,11215000
2021-07-06,533.0,542.859985,533.0,541.640015,541.640015,2775100
2020-06-09,421.649994,434.730011,420.309998,434.049988,434.049988,6797000
2021-08-03,514.390015,515.630005,505.369995,510.820007,510.820007,2579400
2021-08-30,557.25,567.159973,556.450012,566.179993,566.179993,2434800
2020-03-26,344.0,363.839996,341.730011,362.98999,362.98999,7229600
2019-10-02,263.609985,269.350006,262.190002,268.029999,268.029999,7659100
2020-10-01,506.029999,529.549988,503.600006,527.51001,527.51001,8153700
2022-01-10,538.48999,543.690002,526.320007,539.849976,539.849976,4486100
2021-06-15,501.230011,501.230011,490.399994,491.899994,491.899994,3104100
2019-08-08,311.029999,316.359985,306.630005,315.899994,315.899994,5905900
2019-01-18,351.970001,353.0,336.730011,339.100006,339.100006,26621000
2020-11-20,485.220001,494.76001,481.570007,488.23999,488.23999,4253400
2018-06-15,390.709991,398.859985,387.51001,391.980011,391.980011,13588100
2020-05-28,417.23999,422.369995,411.5,413.440002,413.440002,5655100
2020-10-27,490.01001,490.48999,482.929993,488.929993,488.929993,3627200
2018-02-16,278.730011,281.959991,275.690002,278.519989,278.519989,8312400
2019-10-10,265.970001,280.529999,265.029999,280.480011,280.480011,10809100
2018-11-06,314.76001,320.220001,305.299988,310.839996,310.839996,9710400
2018-10-24,332.279999,333.0,300.730011,301.829987,301.829987,19039300
2020-09-10,503.350006,506.290009,478.839996,480.670013,480.670013,6240200
2020-03-10,356.429993,364.540009,347.850006,364.130005,364.130005,7604400
2019-08-20,304.570007,305.0,297.679993,298.98999,298.98999,7349900
2021-03-08,514.460022,518.840027,492.850006,493.329987,493.329987,3981800
2021-12-30,612.98999,620.609985,611.23999,612.090027,612.090027,1625100
2020-10-26,487.029999,496.820007,478.899994,488.23999,488.23999,6186100
2021-03-16,524.469971,533.419983,523.210022,524.030029,524.030029,3238900
2018-03-02,284.649994,301.179993,283.230011,301.049988,301.049988,13345300
2018-09-07,342.200012,355.75,341.25,348.679993,348.679993,9105800
2018-04-03,285.450012,291.25,278.01001,283.670013,283.670013,12694900
2020-12-24,515.119995,519.349976,512.210022,513.969971,513.969971,1144000
2019-10-11,284.799988,287.869995,282.339996,282.929993,282.929993,8786100
2018-09-04,366.470001,368.880005,361.26001,363.600006,363.600006,7605200
2018-10-02,384.380005,386.799988,373.829987,377.140015,377.140015,8638700
2021-01-13,495.5,512.349976,493.01001,507.790009,507.790009,5032100
2021-11-16,678.27002,688.359985,676.900024,687.400024,687.400024,2077400
2018-07-18,381.23999,383.130005,372.359985,375.130005,375.130005,21746300
2019-12-02,314.390015,314.390015,303.75,309.98999,309.98999,6218800
2018-07-13,409.190002,410.0,395.079987,395.799988,395.799988,15719000
2019-09-30,264.0,268.880005,262.779999,267.619995,267.619995,6727200
2020-06-19,449.119995,453.970001,445.600006,453.720001,453.720001,5934500
2018-12-18,263.299988,275.75,263.290009,270.940002,270.940002,10350100
2019-07-15,372.940002,373.679993,362.299988,366.600006,366.600006,7944700
2021-12-03,622.75,625.5,594.0,602.130005,602.130005,4825200
2018-09-06,347.440002,356.0,341.98999,346.459991,346.459991,13050200
2019-08-29,295.0,299.929993,294.98999,296.779999,296.779999,4388500
2019-05-23,355.5,357.420013,347.700012,352.209991,352.209991,5630400
2019-03-29,357.160004,358.25,353.709991,356.559998,356.559998,4705600
2020-11-24,478.839996,484.049988,475.890015,482.880005,482.880005,3550500
2018-10-17,378.329987,380.0,356.5,364.700012,364.700012,32610900
2019-03-06,353.600006,359.880005,351.700012,359.609985,359.609985,6211900
2021-05-27,501.799988,505.100006,498.540009,503.859985,503.859985,3253800
2021-05-17,485.589996,492.709991,482.809998,488.940002,488.940002,2705200
2020-10-29,488.5,513.900024,479.339996,504.209991,504.209991,11120700
2018-10-04,375.880005,375.920013,360.399994,363.649994,363.649994,9074400
2021-02-08,555.0,555.0,543.700012,547.919983,547.919983,2791700
2020-02-05,375.130005,375.25,362.299988,369.670013,369.670013,6437000
2021-10-15,638.0,639.419983,625.159973,628.289978,628.289978,4114400
2021-06-08,497.0,498.820007,489.369995,492.390015,492.390015,2374000
2020-03-17,306.190002,322.899994,290.25,319.75,319.75,10013900
2019-02-05,353.200012,360.0,352.899994,355.809998,355.809998,9046600
2018-03-14,318.160004,323.880005,317.700012,321.549988,321.549988,10475100
2021-02-19,548.0,548.98999,538.809998,540.219971,540.219971,2841500
2021-11-24,658.01001,661.440002,651.099976,658.289978,658.289978,1867300
2020-03-30,363.0,377.799988,361.170013,370.959991,370.959991,8622000
2018-11-13,295.0,303.549988,289.100006,294.399994,294.399994,12232200
2018-09-20,370.26001,370.26001,363.170013,365.359985,365.359985,6768100
2018-05-21,327.109985,331.880005,325.450012,331.820007,331.820007,6657300
2019-12-18,316.26001,325.359985,315.600006,320.799988,320.799988,11207400
2020-11-16,480.0,485.579987,477.299988,479.100006,479.100006,3953600
2020-04-08,374.01001,378.390015,368.309998,371.119995,371.119995,6908900
2021-06-22,498.540009,513.549988,495.799988,508.820007,508.820007,5809300
2022-01-24,383.910004,387.26001,351.459991,387.149994,387.149994,32346000
2021-09-03,585.799988,591.880005,583.140015,590.530029,590.530029,2681200
2021-12-10,616.780029,617.73999,605.880005,611.659973,611.659973,2747900
2020-03-20,342.309998,350.48999,332.0,332.829987,332.829987,10853800
2020-08-13,478.399994,484.450012,476.450012,481.329987,481.329987,3008900
2020-10-12,548.809998,551.809998,538.23999,539.809998,539.809998,5391100
2019-03-28,354.48999,355.940002,349.200012,354.609985,354.609985,4361000
2021-07-14,541.01001,554.099976,541.01001,547.950012,547.950012,4659500
2018-04-10,297.679993,298.950012,291.690002,298.070007,298.070007,10660500
2021-05-03,512.650024,518.950012,505.200012,509.109985,509.109985,4091900
2018-09-27,379.869995,383.200012,376.0,380.709991,380.709991,7326200
2020-09-15,484.0,497.470001,481.630005,495.98999,495.98999,5337000
2020-06-05,407.290009,420.23999,404.25,419.600006,419.600006,5099600
2021-03-18,516.400024,517.900024,503.850006,504.790009,504.790009,4094500
2019-02-25,367.01001,371.48999,363.790009,363.910004,363.910004,7569300
2018-12-13,277.640015,279.320007,271.850006,276.019989,276.019989,8379300
2020-10-23,488.109985,490.059998,481.350006,488.279999,488.279999,4927900
2021-04-26,506.76001,510.480011,503.0,510.299988,510.299988,4388800
2019-07-05,378.290009,381.399994,375.559998,380.549988,380.549988,3732200
2018-02-23,281.0,286.0,277.809998,285.929993,285.929993,7301800
2018-08-06,342.869995,351.980011,341.73999,350.920013,350.920013,8198100
2019-01-28,334.700012,336.299988,328.880005,335.660004,335.660004,8652100
2021-08-09,521.150024,522.669983,517.98999,519.969971,519.969971,1367800
2019-10-31,291.0,291.450012,284.779999,287.410004,287.410004,5090000
2018-05-01,310.359985,313.480011,306.690002,313.299988,313.299988,6036600
2020-09-08,498.399994,522.0,495.0,507.019989,507.019989,5572700
2020-12-11,495.0,503.339996,494.850006,503.220001,503.220001,3210900
2018-10-05,359.769989,363.5,343.0,351.350006,351.350006,13523000
2021-10-12,633.02002,637.659973,621.98999,624.940002,624.940002,3227300
2019-10-01,267.350006,272.200012,264.029999,269.579987,269.579987,8650300
2021-09-10,598.159973,609.450012,593.669983,598.719971,598.719971,3948000
2020-06-23,466.5,474.01001,464.5,466.26001,466.26001,5948400
2020-08-27,537.780029,541.0,521.25,526.27002,526.27002,9062900
2020-06-02,425.869995,427.589996,419.459991,427.309998,427.309998,3494800
2018-12-03,293.190002,298.720001,284.579987,290.299988,290.299988,14117400
2018-04-02,291.940002,292.869995,275.049988,280.290009,280.290009,13405800
2020-04-02,364.079987,370.98999,360.059998,370.079987,370.079987,4592500
2021-07-29,519.960022,520.780029,513.789978,514.25,514.25,1736000
2020-03-04,377.769989,384.01001,370.51001,383.790009,383.790009,5487300
2021-01-07,508.279999,516.440002,506.420013,508.890015,508.890015,3686400
2018-08-09,347.959991,352.440002,345.820007,349.359985,349.359985,4820300
2021-12-15,598.179993,605.690002,584.51001,605.039978,605.039978,2866200
2021-02-24,539.799988,556.849976,539.070007,553.409973,553.409973,3245000
2020-02-12,377.179993,380.619995,375.880005,380.01001,380.01001,4624800
2019-07-02,374.890015,376.0,370.309998,375.429993,375.429993,3625000
2019-03-14,360.5,363.839996,358.100006,358.820007,358.820007,5271400
2018-11-14,300.399994,301.839996,278.299988,286.730011,286.730011,16853600
2020-06-01,418.829987,426.720001,415.980011,425.920013,425.920013,3743700
2021-03-30,510.51001,514.409973,506.910004,513.390015,513.390015,2418100
2019-08-19,306.25,311.75,304.75,309.380005,309.380005,4942200
2019-09-03,290.820007,293.899994,288.059998,289.290009,289.290009,3682800
2018-08-13,339.890015,347.190002,339.070007,341.309998,341.309998,6888900
2018-11-28,271.980011,284.0,263.339996,282.649994,282.649994,14801300
2021-10-04,613.390015,626.130005,594.679993,603.349976,603.349976,4995900
2018-04-16,315.98999,316.100006,304.0,307.779999,307.779999,20307900
2021-10-07,642.22998,646.840027,630.450012,631.849976,631.849976,3556900
2019-07-24,310.51001,319.98999,307.25,317.940002,317.940002,11961800
2019-10-09,270.019989,271.0,264.570007,267.529999,267.529999,6794400
2021-06-23,508.480011,516.630005,508.200012,512.73999,512.73999,3944800
2018-02-12,252.139999,259.149994,249.0,257.950012,257.950012,8534900
2018-04-20,332.220001,336.51001,326.0,327.769989,327.769989,9158700
2020-06-15,421.399994,426.48999,415.420013,425.5,425.5,4467900
2021-04-15,544.169983,553.48999,542.659973,549.219971,549.219971,3139100
2020-03-12,326.5,335.720001,307.320007,315.25,315.25,12071600
2020-02-10,365.0,374.799988,362.519989,371.070007,371.070007,5294100
2020-02-24,364.76001,372.820007,361.0,368.700012,368.700012,6936400
2018-03-05,302.850006,316.910004,297.600006,315.0,315.0,18986100
2020-05-11,436.329987,444.890015,435.559998,440.519989,440.519989,5486000
2018-08-24,346.0,359.149994,344.540009,358.820007,358.820007,14729100
2020-11-09,485.540009,495.850006,467.26001,470.5,470.5,10419700
2019-03-25,359.0,367.040009,357.440002,366.230011,366.230011,8473800
2020-07-29,492.25,494.920013,484.130005,484.480011,484.480011,6611800
2021-04-23,509.01001,509.700012,500.700012,505.549988,505.549988,7307700
2019-10-21,272.890015,279.940002,269.0,278.049988,278.049988,12599200
2019-02-01,337.179993,346.839996,336.5,339.850006,339.850006,9827800
2020-10-30,502.01001,505.880005,472.209991,475.73999,475.73999,7807900
2020-07-07,497.309998,504.820007,490.829987,493.160004,493.160004,5669900
2021-03-12,512.5,526.51001,506.589996,518.02002,518.02002,3981700
2019-09-12,288.100006,292.730011,286.600006,288.859985,288.859985,5010900
2019-01-17,349.5,355.790009,346.410004,353.190002,353.190002,18871200
2019-05-21,350.950012,356.429993,349.929993,354.269989,354.269989,4026400
2018-07-24,366.940002,367.399994,354.559998,357.320007,357.320007,12851500
2020-08-20,484.690002,498.940002,483.890015,497.899994,497.899994,5132500
2021-03-11,512.200012,530.23999,510.709991,523.059998,523.059998,4714500
2018-12-17,266.51001,272.980011,261.079987,262.799988,262.799988,9634700
2021-05-05,504.98999,507.779999,494.630005,496.079987,496.079987,3129400
2019-04-29,373.679993,374.579987,369.119995,371.829987,371.829987,3821700
2020-03-11,358.920013,362.980011,344.790009,349.920013,349.920013,6036000
2019-01-03,270.200012,275.790009,264.429993,271.200012,271.200012,14969600
2018-11-30,288.0,290.809998,283.059998,286.130005,286.130005,11860100
2021-02-22,534.98999,541.789978,530.789978,533.780029,533.780029,3078600
2020-08-14,482.820007,488.329987,480.209991,482.679993,482.679993,2943500
2020-04-16,437.0,449.519989,431.609985,439.170013,439.170013,16128700
2020-10-05,506.799988,520.98999,501.700012,520.650024,520.650024,4088100
2018-11-26,260.549988,266.25,253.800003,261.429993,261.429993,12498600
2019-06-20,365.910004,370.119995,361.220001,365.209991,365.209991,5899500
2021-08-18,520.0,526.380005,518.650024,521.869995,521.869995,2582000
2019-11-13,291.029999,293.410004,281.140015,283.109985,283.109985,9158900
2018-09-14,368.549988,371.089996,363.459991,364.559998,364.559998,4756400
2021-05-13,489.130005,490.779999,482.709991,486.660004,486.660004,2712500
2020-10-09,537.830017,544.280029,535.0,539.440002,539.440002,4781300
2020-11-17,480.119995,487.51001,478.850006,480.630005,480.630005,3698100
2021-06-17,490.25,501.799988,490.149994,498.339996,498.339996,3198300
2020-03-19,324.329987,348.51001,316.820007,332.029999,332.029999,10616000
2021-01-08,511.309998,513.23999,504.51001,510.399994,510.399994,2973900
2021-02-25,550.27002,556.47998,535.75,546.700012,546.700012,4252900
2018-12-11,274.079987,274.5,262.76001,265.320007,265.320007,9843200
2018-06-28,395.0,396.899994,387.100006,395.420013,395.420013,12219900
2020-04-28,419.98999,421.0,402.910004,403.829987,403.829987,10101200
2021-08-16,515.23999,523.380005,512.299988,517.919983,517.919983,2032800
2020-10-14,562.609985,572.48999,541.0,541.450012,541.450012,9499000
2021-08-11,517.0,519.570007,509.769989,512.400024,512.400024,1673900
2020-10-08,533.47998,535.0,524.150024,531.789978,531.789978,5386500
2019-03-27,361.0,362.470001,350.369995,353.369995,353.369995,7852400
2021-04-05,540.01001,542.849976,529.22998,540.669983,540.669983,3355900
2021-04-27,512.619995,512.98999,504.579987,505.549988,505.549988,3761300
2018-03-06,319.880005,325.790009,316.5,325.220001,325.220001,18525800
2019-01-09,317.709991,323.350006,313.5,319.959991,319.959991,13343200
2019-11-01,288.700012,289.119995,283.019989,286.809998,286.809998,5594300
2020-07-08,498.579987,505.100006,493.809998,502.779999,502.779999,5691700
2019-05-10,361.619995,365.26001,353.059998,361.040009,361.040009,5657100
2019-05-30,350.549988,354.209991,348.299988,351.850006,351.850006,4008000
2019-06-26,361.600006,366.790009,361.600006,362.200012,362.200012,3669700
2021-11-10,653.01001,660.330017,642.109985,646.909973,646.909973,2405800
2020-01-14,344.399994,345.380005,335.519989,338.690002,338.690002,7199400
2018-10-22,333.100006,335.799988,320.339996,329.540009,329.540009,17097200
2019-09-13,290.609985,296.619995,290.040009,294.149994,294.149994,6583100
2021-09-02,583.679993,598.76001,583.679993,588.549988,588.549988,6179900
2019-04-02,366.25,368.420013,362.220001,367.720001,367.720001,5158700
2021-12-22,603.359985,614.820007,602.630005,614.23999,614.23999,2335700
2018-11-12,300.0,302.48999,290.630005,294.070007,294.070007,10924800
2020-05-01,415.100006,427.970001,411.730011,415.269989,415.269989,8299900
2019-07-01,373.5,376.660004,372.0,374.600006,374.600006,4992600
2020-03-24,369.98999,372.929993,353.029999,357.320007,357.320007,11638700
2020-02-25,372.0,375.649994,357.720001,360.089996,360.089996,6481200
2018-04-11,302.880005,311.640015,301.820007,303.670013,303.670013,14877400
2018-05-11,329.649994,331.26001,324.869995,326.459991,326.459991,4589700
2018-08-14,342.089996,342.410004,336.25,337.48999,337.48999,5805200
2020-04-22,429.730011,433.0,413.0,421.420013,421.420013,21084800
2018-08-16,329.899994,331.170013,321.209991,322.440002,322.440002,6689700
2019-11-21,306.0,312.690002,304.26001,311.690002,311.690002,7488400
2021-12-09,627.580017,630.23999,610.440002,611.0,611.0,2376300
2019-10-18,289.359985,290.899994,273.359985,275.299988,275.299988,23429900
2019-10-24,271.809998,274.019989,268.799988,271.5,271.5,4827400
2021-05-24,501.049988,504.25,499.51001,502.899994,502.899994,2412600
2021-10-21,628.890015,654.01001,628.650024,653.159973,653.159973,8437100
2021-11-11,650.23999,665.820007,649.710022,657.580017,657.580017,2868300
2018-07-25,357.570007,363.279999,355.649994,362.869995,362.869995,8467800
2018-11-08,328.0,332.049988,316.609985,317.920013,317.920013,11023900
2021-06-02,499.820007,503.220001,495.820007,499.23999,499.23999,2269000
2020-02-13,376.959991,385.369995,376.51001,381.399994,381.399994,4485400
2020-10-15,545.52002,551.219971,535.099976,541.940002,541.940002,5113100
2021-08-19,522.73999,548.390015,521.869995,543.710022,543.710022,7497300
2019-07-03,376.690002,381.98999,375.839996,381.720001,381.720001,3799000
2018-04-27,316.25,317.450012,306.5,311.76001,311.76001,7074400
